"id","EnterpriseID","LAST","FIRST","MIDDLE","SUFFIX","DOB","GENDER","SSN","ADDRESS1","ADDRESS2","ZIP","MOTHERS_MAIDEN_NAME","MRN","CITY","STATE","PHONE","EMAIL","ALIAS","MIDINIT","M","D","Y","Weight"
"34"," 337","15549336","MILEY","TAMRA","","","4/19/1980","F","843-27-2520","374 E 160TH ST","1","10451",""," 341647","BRONX","NY","201-140-1553","","","","4","19","1980",""
"35","3311","15837014","MILEY","KAALA","","","4/19/1990","F","843-27-2520","374 E 160TH ST","1","10451",""," 341703","BRONX","NY","201-140-1553","","","","4","19","1990","0.7180211"
"36","","","","","","","","","","","","","","","","","","","","","","","",""
"37","1194","15381125","NORRIS","MICHELLE","","","10/25/1935","F","852-24-4657","597 E 139TH ST","2L","10454","","4767638","BRONX","NY","570-879-7211","","","","10","25","1935",""
"38","4166","15674790","NORRIS","MICHELLE","J","","10/25/1965","F","836-50-1378","597 E 139TH ST","2L","10454","","4767623","BRONX","NY","570-879-7211","","","J","10","25","1965","0.7174651"
"39","","","","","","","","","","","","","","","","","","","","","","","",""
"40"," 500","15710903","NYGAARD","ROBERT","ERNIE","","5/17/1992","M","833-85-1174","249 E 38TH ST","3R","11203",""," 338730","BROOKLYN","NY","934-862-2924","","","E","5","17","1992",""
"41","3474","15988006","NYGAARD","FILIBERTO","","","5/17/1937","M","833-85-1174","249 E 38TH ST","3R","11203",""," 338792","BROOKLYN","NY","934-862-2924","","","","5","17","1937","0.7160405"
"42","","","","","","","","","","","","","","","","","","","","","","","",""
"43","2619","15607971","KRET","CARMEN","A","","12/19/1989","F","852-50-9044","1085 ANDERSON AVE","6A","10452",""," 140653","BRONX","NY","862-652-8009","CKRET@AMGGT.COM","","A","12","19","1989",""
"44","5556","15668059","KRET","DAWNA","A","","12/18/1989","F","852-50-9044","1595 UNIONPORT RD","1","10462",""," 140654","BRONX","NY","862-652-8009","","","A","12","18","1989","0.7102098"
"45","","","","","","","","","","","","","","","","","","","","","","","",""
"46"," 499","16000681","JONES","CHASE","","","4/25/1955","M","865-82-8381","325 E 206TH ST","11","10467",""," 382085","BRONX","NY","860-261-9934","CJONES@AMGGT.COM","","","4","25","1955",""
"47","3473","16025286","JONES","DANIEL","","","4/25/1993","M","865-82-8381","325 E 206TH ST","11","10467",""," 382077","BRONX","NY","860-261-9934","","","","4","25","1993","0.7080124"
"48","","","","","","","","","","","","","","","","","","","","","","","",""
"49"," 784","15589590","SILVERMAN","JULIANNA","LILLIAN","","12/16/1993","F","835-37-4697","116 W 117TH ST","2C","10026","","1263864","NEW YORK","NY","551-658-8747","JSILVERMAN@AMGGT.COM","","L","12","16","1993",""
"50","3759","15698627","SILVERMAN","JULIANNA","LHLLIAN","","10/11/2013","F","","117 W 116TH ST","2C","10026","","1263808","NEW YORK","NY","551-658-8747","","","L","10","11","2013","0.7057458"
"51","","","","","","","","","","","","","","","","","","","","","","","",""
"52","1651","15394938","QUINONES","JESENIA","MARGARITA","","4/18/1975","F","","10125 80TH ST","PVT","11416","","4831508","OZONE PARK","NY","732-692-7465","JQUINONES@AMGGT.COM","","M","4","18","1975",""
"53","4618","15720287","QUINONES","JESENIA","MARGARITA","","4/18/1985","F","","10125 80TH ST","","11416","","4831512","OZONE PARK","NY","732-692-7465","","","M","4","18","1985","0.7032603"
"54","","","","","","","","","","","","","","","","","","","","","","","",""
"55"," 484","15719402","BARBER","BILLY","LOYD","","10/3/1984","M","813-68-1012","360 MENAHAN ST","2FL","11237","","4817819","BROOKLYN","NY","518-100-9649","","","L","10","3","1984",""
"56","3458","15721333","LUETMER","BILLY","LOYD","","10/4/1984","M","813-68-1012","360 MENAHAN ST","2FL","11237","","4817800","BROOKLYN","NY","516-410-1208","BLUETMER@AMGGT.COM","","L","10","4","1984","0.7004356"
"57","","","","","","","","","","","","","","","","","","","","","","","",""
"58"," 226","15554506","KARST","JAXON","DAVID","","12/5/1979","M","801-18-5645","1030 WOODYCREST AVE","6B","10452",""," 222855","BRONX","NY","212-445-7968","","","D","12","5","1979",""
"59","3200","15560284","KARST","GERARDO","","","12/5/1966","M","801-18-5645","1030 WOODYCREST AVE","6B","10452",""," 222914","BRONX","NY","212-445-7968","","","","12","5","1966","0.6997129"
"60","","","","","","","","","","","","","","","","","","","","","","","",""
"61","1122","15783924","NELSON","SUZANNE","KAYLA","","10/25/1980","F","847-93-4683","1460 COLLEGE AVE","2D","10457","","4763416","BRONX","NY","934-828-3317","","","K","10","25","1980",""
"62","4094","15945495","NELSON","SUZANNE","K","","12/20/2006","F","","1460 COLLEGE AVE","2D","10457","","4763403","BRONX","NY","934-828-3317","","","K","12","20","2006","0.6983957"
"63","","","","","","","","","","","","","","","","","","","","","","","",""
"64","1659","15547456","LONGHOFER","TIMOTHY","JEFFREY","","4/12/1945","M","803-26-5497","1938 E TREMONT AVE","2B","10462",""," 974737","BRONX","NY","718-352-3956","TLONGHOFER@AMGGT.COM","","J","4","12","1945",""
"65","4626","15837649","LONGHOFER","TIMOTHY","JEFFREY","","10/19/1920","M","","1938 E TREMONT AVE","2B","10462",""," 974604","BRONX","NY","718-352-3956","","","J","10","19","1920","0.6944564"
"66","","","","","","","","","","","","","","","","","","","","","","","",""
"67"," 297","15557463","JONAS","JOSEPH","LAVID","","10/22/1985","M","","1237 LELAND AVE","1","10472","","4765776","BRONX","NY","862-363-6232","","","L","10","22","1985",""
"68","3271","15929184","JONAS","JOSEPH","DAVID","","12/24/1991","M","818-18-4298","1237 LELAND AVE","1","10472","","4765796","BRONX","NY","862-363-6232","JJONAS@AMGGT.COM","","D","12","24","1991","0.6904072"
"69","","","","","","","","","","","","","","","","","","","","","","","",""
"70","1734","15485852","ALSTON","IRENE","JOANNE","","12/20/1992","F","","3111 55TH ST","PH","11377","","4768051","WOODSIDE","NY","934-612-2724","","","J","12","20","1992",""
"71","4701","15897951","ALSTON","IRENE","JOANNE","","12/29/1969","F","809-38-9806","3111 55TH ST","","11377","","4768054","WOODSIDE","NY","934-612-2724","","","J","12","29","1969","0.6899507"
"72","","","","","","","","","","","","","","","","","","","","","","","",""
"73"," 986","15586200","FLORES","JANE","STEPHAINE","","10/27/1990","F","853-98-7645","1466 TOWNSEND AVE","2C","10452","","4760675","BRONX","NY","347-433-1167","","","S","10","27","1990",""
"74","3960","15819731","FLORES","JANE","STEPHAINE","","12/13/2010","F","","1466 TOWNSEND AVE","2C","10452","","4760678","BRONX","NY","347-433-1167","JFLORES@AMGGT.COM","","S","12","13","2010","0.6874829"
"75","","","","","","","","","","","","","","","","","","","","","","","",""
"76","1761","15394196","MIRAMONTES","DONG","DAVID","","6/10/1947","M","","703 E 187TH ST","2A","10458","","4779544","BRONX","NY","959-537-7529","DMIRAMONTES@AMGGT.COM","","D","6","10","1947",""
"77","4729","15766930","MIRAMONTES","DONG","DAVID","","10/4/1920","M","844-18-6333","703 E 187TH ST","2A","10458","","4779552","BRONX","NY","959-537-7529","","","D","10","4","1920","0.6860080"
"78","","","","","","","","","","","","","","","","","","","","","","","",""
"79"," 957","15655877","GREEN","JOANNE","GOLDEN","","10/15/1980","F","863-31-8357","941 INTERVALE AVE","3J","10459","","4779261","BRONX","NY","203-296-1532","","","G","10","15","1980",""
"80","3931","15990380","GREEN","JOANNE","GOLDEN","","9/19/2006","F","","941 INTERVALE AVE","3J","10459","","4779279","BRONX","NY","203-296-1532","JGREEN@AMGGT.COM","ARYANA L REHKOP","G","9","19","2006","0.6850624"
"81","","","","","","","","","","","","","","","","","","","","","","","",""
"82","1695","15570997","SMITH","DEAN","DOUGLAS","","12/9/1948","M","","575 SOUTHERN BLVD","34","10455","","1076023","BRONX","NY","201-971-2092","","","D","12","9","1948",""
"83","4662","15973101","SMITH","DEAN","D","","10/22/1920","M","898-25-4867","575 SOUTHERN BLVD","34","10455","","1076010","BRONX","NY","201-971-2092","","","D","10","22","1920","0.6838423"
"84","","","","","","","","","","","","","","","","","","","","","","","",""
"85","1362","15449332","GRANT","RONALD","J","","10/25/1942","M","872-89-1997","505 W 141ST ST","7","10031",""," 965376","NEW YORK","NY","201-381-3285","","","J","10","25","1942",""
"86","4333","15953260","GRANT","RONALD","JAMES","","12/17/1971","M","","505 W 141ST ST","7","10031",""," 965667","NEW YORK","NY","201-381-3285","","","J","12","17","1971","0.6833534"
"87","","","","","","","","","","","","","","","","","","","","","","","",""
"88"," 394","15753870","SNYDER","THOMAS","RAY","","12/3/1972","M","879-90-8285","2100 CRESTON AVE","2D","10453",""," 222685","BRONX","NY","212-295-8974","","","R","12","3","1972",""
"89","3368","16016646","SNYDER","KEEGAN","","","12/2/1972","M","879-90-8285","2100 CRESTON AVE","2D","10453",""," 222723","BRONX","NY","212-295-8974","","","","12","2","1972","0.6832102"
"90","","","","","","","","","","","","","","","","","","","","","","","",""
"91"," 404","15440638","ALLEN","FIDEL","","","12/1/1999","M","825-23-6482","1711 WATSON AVE","1","10472",""," 342285","BRONX","NY","862-991-4477","","","","12","1","1999",""
"92","3378","15547550","ALLEN","EMMETT","GILBERT","","12/2/1999","M","825-23-6482","1711 WATSON AVE","1","10472",""," 342355","BRONX","NY","862-991-4477","EALLEN@AMGGT.COM","","G","12","2","1999","0.6818027"
"93","","","","","","","","","","","","","","","","","","","","","","","",""
"94","1055","15451574","ROBINSON","ALFRED","JOHN","","10/22/1953","M","","500 TRINITY AVE","5A","10455","","4809814","BRONX","NY","934-819-6214","","","J","10","22","1953",""
"95","4028","15561837","ROBINSON","ALFRED","JOHN","","12/9/1977","M","875-76-9718","500 TRINITY AVE","5N","10455","","4809800","BRONX","NY","934-819-6214","","","J","12","9","1977","0.6813065"
"96","","","","","","","","","","","","","","","","","","","","","","","",""
"97","1380","15388431","MIESNER","MABEL","SHIRLEY","","10/6/1920","F","","1270 GERARD AVE","1E","10452","","1008352","BRONX","NY","484-119-3385","","","S","10","6","1920",""
"98","4351","15891939","MIESNER","MABEL","SHIRLEY","","12/28/1945","F","833-43-5893","1270 GERARD AVE","1F","10452","","1008375","BRONX","NY","484-119-3385","MMIESNER@AMGGT.COM","","S","12","28","1945","0.6813063"
"99","","","","","","","","","","","","","","","","","","","","","","","",""
"100","1273","15565388","ROGERS","ROY","ERNESTO","","10/8/1948","M","","2730 DECATUR AVE","11F","10458","COLVIN","4773422","BRONX","NY","959-112-3094","RROGERS@AMGGT.COM","","E","10","8","1948",""
"101","4244","15875499","ROGERS","ROY","ERNESTO","","5/24/1922","M","893-52-3965","2730 DECATUR AVE","11F","10458","","4773410","BRONX","NY","959-112-3094","","","E","5","24","1922","0.6792921"
"102","","","","","","","","","","","","","","","","","","","","","","","",""
"103","1534","15691211","MUNIZ","MIGUEL","AHMED","","10/19/1994","M","803-23-7659","281 E 153RD ST","1D","10451","","1124804","BRONX","NY","267-573-6352","","","A","10","19","1994",""
"104","4502","15789516","MUNIZ","MIGUEL","A","","12/14/2013","M","","281 E 153RD ST","1D","10451","BOWDEN","1124651","BRONX","NY","267-573-6352","MMUNIZ@AMGGT.COM","","A","12","14","2013","0.6775348"
"105","","","","","","","","","","","","","","","","","","","","","","","",""
"106"," 416","15550631","SHANK","JOHN","ANTONIO","","12/28/1964","M","","324 E 143RD ST","1H","10451","","1154712","BRONX","NY","908-964-1438","JSHANK@AMGGT.COM","","A","12","28","1964",""
"107","3390","15794225","SHANK","JOHN","ANTONIO","","10/27/1945","M","","1030 WOODYCREST AVE","1FL","10452","","1154471","BRONX","NY","908-964-1438","","","A","10","27","1945","0.6767402"
"108","","","","","","","","","","","","","","","","","","","","","","","",""
"109","2496","15399078","SMITH","GERALD","CLARENCE","","10/8/1936","M","","16834 119TH AVE","PH","11434","","4818043","JAMAICA","NY","484-275-6196","GSMITH@AMGGT.COM","","C","10","8","1936",""
"110","5434","15727617","SMITH","KERALD","CBARENCE","","10/8/1926","M","850-40-2428","16834 119TH AVE","PH","11434","","4818039","JAMAICA","NY","908-687-4185","","","C","10","8","1926","0.6767048"
"111","","","","","","","","","","","","","","","","","","","","","","","",""
"112","1349","15461615","SALAZAR","ESUBALEW","","","10/15/2016","M","","1689 RANDALL AVE","2B","10473","HILL","4781342","BRONX","NY","718-518-5486","ESALAZAR@AMGGT.COM","","","10","15","2016",""
"113","4320","15933792","SALAZAR","ESUBALEW","","","10/15/2012","M","","1689 RANDALL AVE","2B","10473","","4781327","BRONX","NY","718-518-5486","","","","10","15","2012","0.6763948"
"114","","","","","","","","","","","","","","","","","","","","","","","",""
"115","1448","15383121","PYLANT","AKIRA","MAYNARD","","9/29/1938","M","","2333 WEBSTER AVE","6C","10458","","1129300","BRONX","NY","347-535-5391","","","M","9","29","1938",""
"116","4418","15472979","PYLANT","AKIRA","MAYNARD","","10/9/1967","M","863-47-2749","2333 WEBSTER AVE","6C","10458","","1129047","BRONX","NY","347-535-5391","APYLANT@AMGGT.COM","","M","10","9","1967","0.6749904"
"117","","","","","","","","","","","","","","","","","","","","","","","",""
"118"," 485","15635249","WYCOFF","CLAIRE","MARGARET","","12/4/1976","F","841-24-7355","1639 BROADWAY","3L","11207",""," 969415","BROOKLYN","NY","347-670-7013","CWYCOFF@AMGGT.COM","","M","12","4","1976",""
"119","3459","15888055","WHDOFF","CLAIRE","MARGARET","","12/4/1986","F","","1639 BROADWAY","3L","11207",""," 969572","BROOKLYN","NY","","","","M","12","4","1986","0.6746260"
"120","","","","","","","","","","","","","","","","","","","","","","","",""
"121","1989","15559138","WILSON","JULIAN","RICHARD","","12/2/2013","M","","16315 130TH AVE","1G","11434","SMITH"," 849965","JAMAICA","NY","","JWILSON@AMGGT.COM","","R","12","2","2013",""
"122","4947","15938363","WILSON","JESUS","RICHARD","","12/2/2013","M","","16315 130TH AVE","1G","11434",""," 847952","JAMAICA","NY","516-997-1587","","","R","12","2","2013","0.6723490"
"123","","","","","","","","","","","","","","","","","","","","","","","",""
"124"," 329","15490900","HERRING","SHERRY","ROSE","","5/3/1994","F","863-18-9753","10712 125TH ST","PHV","11419",""," 305883","S RICHMOND HL","NY","516-769-2603","","","R","5","3","1994",""
"125","3303","15512458","HERRING","LORI","ROSE","","5/3/1984","F","863-18-9753","375HIMROD STREET","","11237",""," 305868","BROOKLYN","NY","516-769-2603","","","R","5","3","1984","0.6710687"
"126","","","","","","","","","","","","","","","","","","","","","","","",""
"127"," 300","15751480","MURPHY","MAURICE","RUSSELL","","3/16/2010","M","","585 PROSPECT AVE","2","10455","BOWEN","1142838","BRONX","NY","862-292-6423","MMURPHY@AMGGT.COM","","R","3","16","2010",""
"128","3274","15821102","MURPHY","MARSHALL","RUSSELL","","3/16/2010","M","","526 WALES AVE","3","10455","","1143128","BRONX","NY","862-292-6423","","","R","3","16","2010","0.6701762"
"129","","","","","","","","","","","","","","","","","","","","","","","",""
"130","1225","15393093","COLTON","SANAE","Y","","7/7/2009","F","","1725 BRUCKNER BLVD","1E","10472","","1213105","BRONX","NY","212-958-2680","SCOLTON@AMGGT.COM","","Y","7","7","2009",""
"131","4197","15609368","COLTON","SANAE","Y","","7/13/1986","F","831-77-4720","1725 BRUCKNER BLVD","1","10472","","1213241","BRONX","NY","212-958-2680","","","Y","7","13","1986","0.6696734"
"132","","","","","","","","","","","","","","","","","","","","","","","",""
"133"," 393","15854418","DOUCETTE","CHARLES","","","8/4/1965","M","896-20-2948","3855 ORLOFF AVE","5B","10463",""," 248346","BRONX","NY","212-172-7333","","","","8","4","1965",""
"134","3367","15879847","DOUCETTE","GREGORY","","","8/3/1965","M","896-20-2948","3855 ENVER AVE","5B","10463",""," 248404","BRONX","NY","212-172-7333","","","","8","3","1965","0.6695872"
"135","","","","","","","","","","","","","","","","","","","","","","","",""
"136"," 502","15419691","WROSH","LILLIAN","KIMHERLY","","12/15/1987","F","819-60-2817","401 E 102ND ST","7 C","10029","","1081863","NEW YORK","NY","609-797-1648","","","K","12","15","1987",""
"137","3476","15769193","WELSH","LILLIAN","KIMBERLY","","12/15/1957","F","","401 E 102ND ST","7 C","10029","","1081902","NEW YORK","NY","860-787-8799","LWELSH@AMGGT.COM","","K","12","15","1957","0.6689866"
"138","","","","","","","","","","","","","","","","","","","","","","","",""
"139","1324","15717983","TUNKARA","WILLIAM","A","II","4/8/1964","M","850-58-0316","520 W 163RD ST","A3","10032","","4865233","NEW YORK","NY","570-972-1843","","","A","4","8","1964",""
"140","4295","15829100","TUNKARA","WILLIAM","A","","10/18/1940","M","","520 W 163RD ST","B3","10032","","4865239","NEW YORK","NY","570-972-1843","","WILLIAM A TUNKARA","A","10","18","1940","0.6688364"
"141","","","","","","","","","","","","","","","","","","","","","","","",""
"142"," 179","15877612","OBRIEN","MICHAEL","ROBIN","","9/17/2007","M","","315 E 167TH ST","5G","10456",""," 992322","BRONX","NY","631-916-7519","","","R","9","17","2007",""
"143","3153","15905383","OBRIEN","OSCAR","ROBIN","","9/17/2007","M","","315 E 167TH ST","5G","10456",""," 991948","BRONX","NY","959-368-7213","","","R","9","17","2007","0.6686691"
"144","","","","","","","","","","","","","","","","","","","","","","","",""
"145","1336","15674275","PACHECO","QUENTIN","COURTNEY","","12/2/1958","M","895-88-7598","7133 72 AVE","PVT","11385","","4795275","GLENDALE","NY","929-586-4356","","","C","12","2","1958",""
"146","4307","15889068","PACHECO","QUENTIN","C","","12/2/1968","M","895-88-7596","71 33 72ND","1FL","11385","","4795287","GLENDALE","NY","","","","C","12","2","1968","0.6685576"
"147","","","","","","","","","","","","","","","","","","","","","","","",""
"148","1813","15385905","ARNADOPOULOS","CATHY","A","","10/9/2013","F","","1345 SOUTHERN BLVD","2K","10459","","4754477","BRONX","NY","610-529-7366","","","A","10","9","2013",""
"149","4778","15541263","ARNADOPOULOS","CATHY","A","","12/5/1984","F","","1345 SOUTHERN BLVD","2K","10459","","4754466","BRONX","NY","610-529-7366","CARNADOPOULOS@AMGGT.COM","","A","12","5","1984","0.6683163"
"150","","","","","","","","","","","","","","","","","","","","","","","",""
"151"," 943","15922264","SCHALLER","RAMON","EUGENE","","12/11/1997","M","881-36-5227","9324 210TH PL","PH","11428","","1053685","QUEENS VLG","NY","518-130-4297","","","E","12","11","1997",""
"152","3916","15926687","SCHALLER","RAMON","EUGENE","","10/6/2015","M","","9324 210TH PL","PH","11428","","1053800","QUEENS VLG","NY","518-130-4297","","","E","10","6","2015","0.6671059"
"153","","","","","","","","","","","","","","","","","","","","","","","",""
"154","1556","15599380","FIELDS","ESTELLA","LORNA","","6/8/1949","F","","1915 CROTONA AVE","3","10457","ROBINSON","4749600","BRONX","NY","518-369-1650","EFIELDS@AMGGT.COM","","L","6","8","1949",""
"155","4524","15768439","FIELDS","ESTELLA","LRRNA","","10/21/1920","F","845-77-0828","1915 CROTONA AVE","3","10457","","4749619","BRONX","NY","518-369-1650","","","L","10","21","1920","0.6667559"
"156","","","","","","","","","","","","","","","","","","","","","","","",""
"157"," 873","15547678","DORSEY","NELLIE","LISA","","10/10/2003","F","","1595 E 174TH ST","8G","10472","","4764542","BRONX","NY","860-383-3844","","","L","10","10","2003",""
"158","3847","15782394","DORSEY","NELLIE","LISA","","12/28/1975","F","","1595 E 174TH ST","8G","10472","","4764536","BRONX","NY","860-383-3844","","","L","12","28","1975","0.6658987"
"159","","","","","","","","","","","","","","","","","","","","","","","",""
"160","1346","15402152","HERRERAFLORES","YAZMID","IVETH","","10/3/1980","F","884-14-8150","510 E 146TH ST","5B","10455","","4771660","BRONX","NY","516-659-6837","","","I","10","3","1980",""
"161","4317","15580139","HERRERAFLORES","YAZMID","IVETH","","4/24/2004","F","","510 E 146TH ST","5B","10455","","4771673","BRONX","NY","516-659-6837","YHERRERAFLORES@AMGGT.COM","","I","4","24","2004","0.6645237"
"162","","","","","","","","","","","","","","","","","","","","","","","",""
"163","1023","15845213","FLETCHER","CHARNETTA","DENISE","","10/9/1967","F","838-11-9646","2845 8TH AVE","1B","10039","","1212107","NEW YORK","NY","862-566-5211","","","D","10","9","1967",""
"164","3997","15938999","FLETCHER","CHARNETTA","DENISE","","7/14/2006","F","","2845 8TH AVE","1B","10039","","1212223","NEW YORK","NY","862-566-5211","CFLETCHER@AMGGT.COM","","D","7","14","2006","0.6638506"
"165","","","","","","","","","","","","","","","","","","","","","","","",""
"166","2472","15490139","IRBY","TOLLIVERCOLE","KENNETH","","12/25/2003","M","894-81-6180","321 E 153RD ST","14H","10451",""," 827417","BRONX","NY","","","","K","12","25","2003",""
"167","5412","15688213","IRBY","MATTHEW","KENNETH","","12/25/2003","M","","321 E 153RD ST","14H","10451",""," 832661","BRONX","NY","516-824-8280","","","K","12","25","2003","0.6636382"
"168","","","","","","","","","","","","","","","","","","","","","","","",""
"169"," 215","15656756","NICHOLS","CARLOS","PAUL","","5/18/1966","M","885-24-5048","1150 COLLEGE AVE","4A","10456",""," 392823","BRONX","NY","518-860-9122","CNICHOLS@AMGGT.COM","","P","5","18","1966",""
"170","3189","15957609","NICHOLS","MUSTAFA","PAUL","","5/18/1990","M","885-24-5048","451 E 140TH ST","19","10454",""," 392803","BRONX","NY","518-860-9122","","","P","5","18","1990","0.6636078"
"171","","","","","","","","","","","","","","","","","","","","","","","",""
"172","2511","15452332","ANAYA","CRIWTINA","GERTRUD","","11/29/1959","F","","1103 E 34TH ST","4E","11210","","4767700","BROOKLYN","NY","929-391-4905","","","G","11","29","1959",""
"173","5450","15853635","ANAYA","CRISTINA","GERTRUD","","11/29/1969","F","884-62-0647","2450 NOSTRAND AVE","","11210","","4767707","BROOKLYN","NY","929-391-4905","CANAYA@AMGGT.COM","","G","11","29","1969","0.6634349"
"174","","","","","","","","","","","","","","","","","","","","","","","",""
"175"," 779","15597516","SHERBURNE","ALICIA","CAROL","","12/6/1986","F","818-42-6283","269 E 194TH ST","2B","10458","","4762456","BRONX","NY","860-300-7463","","","C","12","6","1986",""
"176","3754","15649001","SHERBURNE","ALICIA","CAROL","","10/1/2005","F","","269 E 194TH ST","2B","10458","","4762476","BRONX","NY","860-300-7463","","","C","10","1","2005","0.6623928"
"177","","","","","","","","","","","","","","","","","","","","","","","",""
